Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,3/25/16 10:00,2016,3,25,10,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 11:00,2016,3,25,11,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 12:00,2016,3,25,12,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 13:00,2016,3,25,13,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 14:00,2016,3,25,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 15:00,2016,3,25,15,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 16:00,2016,3,25,16,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 17:00,2016,3,25,17,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 18:00,2016,3,25,18,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 19:00,2016,3,25,19,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 20:00,2016,3,25,20,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 21:00,2016,3,25,21,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 22:00,2016,3,25,22,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 23:00,2016,3,25,23,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 0:00,2016,3,26,0,41,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 1:00,2016,3,26,1,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 2:00,2016,3,26,2,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 3:00,2016,3,26,3,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 4:00,2016,3,26,4,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 5:00,2016,3,26,5,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 6:00,2016,3,26,6,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 7:00,2016,3,26,7,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 8:00,2016,3,26,8,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 9:00,2016,3,26,9,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 10:00,2016,3,26,10,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 11:00,2016,3,26,11,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 12:00,2016,3,26,12,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 13:00,2016,3,26,13,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 14:00,2016,3,26,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 15:00,2016,3,26,15,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 16:00,2016,3,26,16,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 17:00,2016,3,26,17,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 18:00,2016,3,26,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 19:00,2016,3,26,19,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 20:00,2016,3,26,20,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 21:00,2016,3,26,21,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 22:00,2016,3,26,22,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/26/16 23:00,2016,3,26,23,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 0:00,2016,3,27,0,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 1:00,2016,3,27,1,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 2:00,2016,3,27,2,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 3:00,2016,3,27,3,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 4:00,2016,3,27,4,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 5:00,2016,3,27,5,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 6:00,2016,3,27,6,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 7:00,2016,3,27,7,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 8:00,2016,3,27,8,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 9:00,2016,3,27,9,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 10:00,2016,3,27,10,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 11:00,2016,3,27,11,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 12:00,2016,3,27,12,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 13:00,2016,3,27,13,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 14:00,2016,3,27,14,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 15:00,2016,3,27,15,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 16:00,2016,3,27,16,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 17:00,2016,3,27,17,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 18:00,2016,3,27,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 19:00,2016,3,27,19,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 20:00,2016,3,27,20,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 21:00,2016,3,27,21,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 22:00,2016,3,27,22,40,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/27/16 23:00,2016,3,27,23,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 0:00,2016,3,28,0,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 1:00,2016,3,28,1,59,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 2:00,2016,3,28,2,62,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 3:00,2016,3,28,3,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 4:00,2016,3,28,4,76,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 5:00,2016,3,28,5,73,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 6:00,2016,3,28,6,78,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 7:00,2016,3,28,7,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 8:00,2016,3,28,8,79,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 9:00,2016,3,28,9,100,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 10:00,2016,3,28,10,100,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 11:00,2016,3,28,11,100,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 12:00,2016,3,28,12,96,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 13:00,2016,3,28,13,100,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 14:00,2016,3,28,14,109,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 15:00,2016,3,28,15,100,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 16:00,2016,3,28,16,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 17:00,2016,3,28,17,87,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 18:00,2016,3,28,18,79,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 19:00,2016,3,28,19,74,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 20:00,2016,3,28,20,65,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 21:00,2016,3,28,21,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 22:00,2016,3,28,22,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/28/16 23:00,2016,3,28,23,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 0:00,2016,3,29,0,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 1:00,2016,3,29,1,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 2:00,2016,3,29,2,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 3:00,2016,3,29,3,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 4:00,2016,3,29,4,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 5:00,2016,3,29,5,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 6:00,2016,3,29,6,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 7:00,2016,3,29,7,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 8:00,2016,3,29,8,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 9:00,2016,3,29,9,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 10:00,2016,3,29,10,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 11:00,2016,3,29,11,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 12:00,2016,3,29,12,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 13:00,2016,3,29,13,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 14:00,2016,3,29,14,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 15:00,2016,3,29,15,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 16:00,2016,3,29,16,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 17:00,2016,3,29,17,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 18:00,2016,3,29,18,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 19:00,2016,3,29,19,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 20:00,2016,3,29,20,35,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 21:00,2016,3,29,21,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 22:00,2016,3,29,22,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/29/16 23:00,2016,3,29,23,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 0:00,2016,3,30,0,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 1:00,2016,3,30,1,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 2:00,2016,3,30,2,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 3:00,2016,3,30,3,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 4:00,2016,3,30,4,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 5:00,2016,3,30,5,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 6:00,2016,3,30,6,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 7:00,2016,3,30,7,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 8:00,2016,3,30,8,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 9:00,2016,3,30,9,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 10:00,2016,3,30,10,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 11:00,2016,3,30,11,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 12:00,2016,3,30,12,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 13:00,2016,3,30,13,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 14:00,2016,3,30,14,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 15:00,2016,3,30,15,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 16:00,2016,3,30,16,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 17:00,2016,3,30,17,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 18:00,2016,3,30,18,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 19:00,2016,3,30,19,47,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 20:00,2016,3,30,20,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 21:00,2016,3,30,21,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 22:00,2016,3,30,22,59,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/30/16 23:00,2016,3,30,23,75,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 0:00,2016,3,31,0,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 1:00,2016,3,31,1,101,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 2:00,2016,3,31,2,114,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 3:00,2016,3,31,3,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 4:00,2016,3,31,4,122,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 5:00,2016,3,31,5,129,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 6:00,2016,3,31,6,127,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 7:00,2016,3,31,7,121,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 8:00,2016,3,31,8,137,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 9:00,2016,3,31,9,172,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 10:00,2016,3,31,10,172,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 11:00,2016,3,31,11,183,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 12:00,2016,3,31,12,205,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 13:00,2016,3,31,13,215,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 14:00,2016,3,31,14,218,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 15:00,2016,3,31,15,219,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 16:00,2016,3,31,16,191,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 17:00,2016,3,31,17,149,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 18:00,2016,3,31,18,122,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 19:00,2016,3,31,19,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 20:00,2016,3,31,20,156,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 21:00,2016,3,31,21,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 22:00,2016,3,31,22,61,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/31/16 23:00,2016,3,31,23,56,µg/m_,1 Hr,Valid
